,DIS,chatgpt_sentiment
2023-02-24 10:13:43,Middle East and North Africa OTT TV and Video Market Report,Neutral
2023-02-24 11:47:11,Netflix cuts prices in some countries to boost subscriptions,Neutral
2023-02-24 13:31:00,"Singapore to acquire 8 more F-35B fighter jets, growing fleet to 12",Positive
2023-02-24 17:07:17,Warner Bros. Discovery continues to lose money despite success of ‘The Last of Us’ and ‘Hogwarts Legacy’,Negative
2023-02-24 18:50:40,Tax Defier Who Bragged About Spanking IRS Convicted On Ten Counts,Negative
2023-02-24 19:00:00,Nexstar Names Joe Ruffolo Senior Vice President and General Manager for The Hill and NewsNation Digital,Neutral
2023-02-24 19:15:36,In A Rut? Eight Actions That Will Help Improve Your Creative Thinking Skills,Positive
2023-02-24 19:39:47,"Meet Christine Smith, Former Architect Turned Top Cannabis Edibles CEO",Positive
2023-02-24 19:50:06,"DDP Advises Sami Zayn To Be Patient, Talks Reinventing Jake Roberts’ DDT",Neutral
2023-02-24 19:53:54,"Roald Dahl Publisher Puffin Books Is Having Its Cake And Eating It, Too",Neutral
2023-02-24 20:00:38,Leading French Players Withdraw From National Team Ahead Of Women’s World Cup,Negative
2023-02-24 20:04:14,Yuya Yagira Talks Disney’s Gut-Churning Series ‘Gannibal’,Neutral
2023-02-24 20:04:45,Artificial Intelligence Companies You May Want To Invest In Now,Positive
2023-02-24 20:08:58,"Amazon Return To Office Mandate, And What’s Happening With Amazon Stock?",Neutral
2023-02-24 20:15:56,Netflix cuts prices in some markets to lure more subscribers,Positive
2023-02-24 20:46:42,‘Quantumania’ And The Incredible Shrinking MCU,Neutral
2023-02-24 21:29:43,Eric Stonestreet Joins Season 2 Of Disney+’s ‘The Santa Clauses’,Neutral
2023-02-24 21:39:09,From Renegade Cigar Maker To Disruptive Film Maker,Neutral
2023-02-24 23:56:56,TikTok’s teenage filter has us confronting our own mortality,Neutral
2023-02-25 11:30:00,Americans in Their 30s Are Piling On Debt,Negative
2023-02-25 13:42:02,Third Point’s Dan Loeb pens a pointed letter to Bath & Body Works – What could happen next,Neutral
2023-02-25 15:00:01,Movie theaters aren't dying — they're evolving,Positive
2023-02-25 15:30:00,"Jake Paul Vs. Tommy Fury: Odds, Records, Prediction",Neutral
2023-02-25 15:59:40,"There Is No Ending Planned For ‘The Mandalorian,’ Which Seems Bad",Negative
2023-02-25 22:15:53,"Magic Eraser comes to more devices, Spotify gains an AI DJ, and Netflix decreases prices",Neutral
2023-02-26 18:44:14,Star Wars: The Force Awakens Becomes The Most Expensive Movie In History,Positive
2023-02-27 00:42:16,American Businesses are So Happy China is Back Open,Positive
2023-02-27 05:13:00,United Made A Simple Change That’s Good News For Every Traveler. It’s Hard To Believe It Took This Long,Positive
2023-02-27 06:42:53,Carbon credits: A contested tool to fight deforestation,Neutral
2023-02-27 09:00:00,Who is Vivek Ramaswamy — the biotech entrepreneur turned presidential candidate?,Neutral
2023-02-27 12:33:00,"Factbox-Tech firms, Wall Street lead job cuts in corporate America",Neutral
2023-02-27 14:45:00,Decarbonizing The Shipping Sector Is A Long Trip But Within Reach,Positive
2023-02-27 16:00:00,[Latest] Global Animation Market Size/Share Worth USD 528.8,Neutral
2023-02-27 16:14:28,Here’s What We Know About Ron DeSantis’ Book As It Hits The Shelves,Neutral
2023-02-27 16:33:00,Florida Gov. DeSantis ends 'corporate kingdom' of Walt Disney World,Neutral
2023-02-27 16:43:07,DeSantis Now Controls Disney World’s Special District—Here’s What That Means,Neutral
2023-02-27 16:43:53,"DeSantis takes over Disney district, punishing company",Negative
2023-02-27 17:43:03,Ron DeSantis Signs Florida Law to Take Control of Disney Special District (DIS),Neutral
2023-02-27 20:20:20,We’ve Hit Peak Pedro Pascal,Neutral
2023-02-27 20:24:06,Bowdoin president walks back praise for friend of Epstein,Negative
2023-02-27 20:26:00,Ron DeSantis Appoints Allies to Oversee Disney’s Special-Tax District,Neutral
2023-02-27 22:13:15,"After splitting with Kanye West, British audio startup Kano asks for funding",Neutral
2023-02-27 22:49:58,Ron DeSantis tightens his control over Walt Disney World,Neutral
2023-02-28 00:23:50,Florida takes over Disney district to punish 'woke' politics,Neutral
2023-02-28 02:04:41,Disney+ Approach To Black History Month Was A Win,Positive
2023-02-28 03:38:13,Florida takes over Disney district to punish 'woke' politics,Negative
2023-02-28 04:32:34,What is Ron DeSantis waiting for?,Neutral
2023-02-28 07:00:00,How My Son and I Created a Family Jewelry Business From the Ground Up,Positive
2023-02-28 07:13:58,Asian Tourism Stocks Rise as Covid Travel Restrictions Ease,Positive
2023-02-28 10:05:28,Ron DeSantis scores victory in culture war over Disneyworld controversy,Positive
2023-02-28 12:00:00,Here’s everything new coming to Hulu in March 2023 — and what’s leaving,Neutral
2023-02-28 13:00:00,Ant-Man’s Shrinkage Is a Problem for Disney—and Theaters,Negative
2023-02-28 14:15:00,Navigating 2023’s Risk Riptides Requires All Hands On Deck,Neutral
2023-02-28 14:30:39,7 Must-See TV Shows Coming Out In March From ‘Ted Lasso’ To ‘The Mandalorian’,Neutral
2023-02-28 14:32:29,"With More People Embracing Wellness, This “Nutritionista” Decided To Scale Up Her Formerly One-Person Business. It’s Picking Up Steam.",Positive
2023-02-28 14:36:27,Should Manchester United Be Pursuing AFC Ajax’s Mohammed Kudus?,Neutral
2023-02-28 14:45:00,Who Is Who In Argentina’s Fragmented Political Field: A Guide To Understand The 2023 Presidential Elections,Neutral
2023-02-28 15:00:00,Using AI To Compliment Cybersecurity And Threat Detection,Positive
2023-02-28 15:34:08,"Here Are The 5 DeSantis Allies—Including Conservative Donors, Christian Activists—He Picked To Run Disney’s District",Neutral
2023-02-28 15:36:29,Everything We Know About ‘Outer Banks’ Season 4 On Netflix,Neutral
2023-02-28 16:11:38,Garth Fagan and Dancers Wow Sold-Out Audience at Texas A&M,Positive
2023-02-28 17:19:00,UNest Unveils Saving and Investing Accounts for Expectant Parents,Positive
2023-02-28 18:23:00,'Ant-Man and the Wasp: Quantumania' box office suffered steep decline in second week,Negative
2023-02-28 18:29:59,What Is ESG Investing—And Why Republicans Are Trying To Ban It From Retirement Funds,Neutral
2023-02-28 19:53:00,Ron DeSantis's New Memoir Says Little About Himself or Trump,Neutral
2023-02-28 21:34:10,Bitwise Industries Announces $80M To Train Tech Workers,Positive
2023-02-28 22:22:42,Mozilla leads Mastodon app Mammoth’s pre-seed funding,Neutral
2023-02-28 22:26:00,AMC beats revenue estimates as 'Avatar' lures movie fans,Positive
2023-02-28 22:37:00,"AMC stock tumbles after 14th consecutive quarterly loss, fourth straight year in the red",Negative
2023-03-01 00:04:10,Ron DeSantis' plan to make America Florida (and beat Donald Trump),Neutral
2023-03-01 01:55:11,Here’s A Recap Of ‘The Mandalorian’ Before You Watch Season 3,Neutral
2023-03-01 11:03:55,Video Streaming Market Size [2022-2029] Worth USD 1690.35,Neutral
2023-03-01 12:00:00,Dow Stocks To Trade In March,Neutral
2023-03-01 12:30:00,Disney’s PhotoPass Service Combines New Tech With Disney Storytelling,Positive
2023-03-01 12:35:36,Republicans In Florida Are Trying To Get Rid Of The Democratic Party,Neutral
2023-03-01 14:23:11,Revealed: Disney's Most Profitable Star Wars Movie,Neutral
2023-03-01 14:29:19,"Jay Park Has Something To Say About Love, His Talk Show And More Vision",Neutral
2023-03-01 15:04:45,Why Is Grogu Back With The Mandalorian? You Missed Something Very Stupid,Negative
2023-03-01 16:00:00,Three Steps To Building A Magnetic Online Brand Amid Economic Uncertainty,Neutral
2023-03-01 16:00:32,Actor Kevin Dias Talks ‘Emily In Paris’ Season 4 On Netflix And Balancing His Growing Career With Fatherhood,Neutral
2023-03-01 17:10:58,The Show Must Go On: Planning For Succession,Neutral
2023-03-01 17:14:00,Big Investor Still Has a Beef With Wendy’s,Negative
2023-03-01 17:33:44,Lions Gate To Spin-Off Its Studio Business In September 2023,Neutral
2023-03-01 18:05:08,How two intertwined companies dominate the paper market,Neutral
2023-03-01 18:17:54,What You Need To Know To Land A Job In 2023,Positive
2023-03-01 19:38:30,Apple TV+ Is Looking Into Streaming More Live Sports,Neutral
2023-03-01 21:07:00,The 4 Best Media Streaming Devices for Your TV - Buy Side from WSJ,Positive
2023-03-01 21:08:31,8 Lessons For George Harrison’s 80th Birthday,Neutral
2023-03-01 22:06:36,"‘The Mandalorian’ Season 3, Episode 1 Recap And Review: ‘The Apostate’ Sets The Stage For What’s To Come",Neutral
2023-03-02 04:33:00,Florida Republican pens legislation apparently aimed at canceling the party affiliation of every Democratic voter in the state,Negative
2023-03-02 04:53:00,Disney’s Response to Florida’s New Law is a Masterclass in How to Handle a Crisis,Positive
2023-03-02 05:28:29,A downtrodden Bolsonaro ponders his next moves from Florida,Neutral
2023-03-02 08:35:00,S.Africa's MultiChoice and Comcast to create Africa-wide streaming service,Neutral
2023-03-02 08:56:50,S.Africa's MultiChoice and Comcast to create Africa-wide streaming service,Neutral
2023-03-02 12:00:04,Gen X Female Executives Are Leaving Their Jobs in Droves,Neutral
2023-03-02 15:34:43,Switching From ‘Andor’ Back To ‘The Mandalorian’ Feels Very Strange,Neutral
2023-03-02 16:00:00,"Sentry Announces Enhancements to Performance, Driving Faster Time to Resolution while Increasing Affordability",Positive
2023-03-02 17:24:29,"AT&T SportsNet, Another Regional Sports Network, Could Be Declaring Bankruptcy This Month",Negative
2023-03-02 18:00:00,"Bobbie, the Mom-Founded and Led Organic Infant Formula Company, Named to Fast Company’s Annual List of the World’s Most Innovative Companies 2023",Positive
2023-03-02 18:14:41,HBO’s ‘Succession’ releases the official trailer for its final season,Neutral
2023-03-02 19:00:00,Rentyl Resorts Announces $25 Million Capital Raise,Neutral
2023-03-02 19:01:00,Gamefam Named to Fast Company’s Annual List of the World’s Most Innovative Companies for 2023,Positive
2023-03-02 19:34:00,"USAA Tells Staff, Your Remote Job Is No Longer Remote",Neutral
2023-03-02 20:04:34,ESPN wants to be the hub of all live sports streaming — even if it helps its competition,Neutral
2023-03-02 21:18:57,‘The Mandalorian’ Feels Like The Diet Coke Of ‘Star Wars’,Neutral
2023-03-03 00:19:14,"‘Everything Everywhere’ Auction Raises More Than $500,000 for Charities",Positive
2023-03-03 08:49:30,"Japan Airlines Returns to Nikkei 225, Tokyo Disney Parent Added",Neutral
2023-03-03 15:00:00,Netflix’s New Chris Rock Special Revives an Old Idea: Live TV,Neutral
2023-03-03 16:58:36,Digital locker app Movies Anywhere sunsets ‘Screen Pass’ and ‘Watch Together’ features,Neutral
2023-03-03 17:53:20,Inside the metaverse hype train at MWC 2023,Neutral
2023-03-03 21:30:00,Jonathan Majors Is Enjoying His Villain Era,Positive
2023-03-03 22:45:11,DeSantis’ Disney District Board Appointee Has A History Of Homophobic Comments,Negative
2023-03-03 23:32:30,Walgreens will not distribute abortion pill in 20 states,Neutral
2023-03-04 00:10:26,Disneyland removes controversial ‘zip-a-dee-doo-dah’ lyric from its parade,Neutral
2023-03-04 20:11:32,"This Week in Apps: Jack Dorsey-backed Bluesky, social apps’ teen protections, Twitter clients get help",Neutral
2023-03-04 23:00:00,Commentary: Have we become so tongue-tied we need an app to tell drivers to be quiet?,Neutral
2023-03-05 17:00:18,A box office K.O.: ‘Creed III’ debuts to $58.7 million,Positive
2023-03-05 17:55:33,Weekend Box Office: Michael B. Jordan’s ‘Creed III’ Soars Past Expectations—And Sets Franchise Record,Positive
2023-03-05 23:55:00,Ron DeSantis attacks liberals in California speech as he mulls White House run,Negative
2023-03-06 14:45:00,U.S. unemployment is falling even as the economy slows. What the heck is going on?,Neutral
2023-03-06 16:29:24,"SiriusXM announces layoffs of 475 people, or 8% of its total workforce",Negative
2023-03-06 16:34:00,No more wicked witches and scary grandmothers: NYC high school students get an education on ageism,Positive
2023-03-06 18:51:54,"DeSantis And Florida GOP Poised To Take Up Controversial Bills On Trans Rights, Education, Gun Ownership, And More As New Session Begins",Neutral
2023-03-06 19:02:30,Best And Worst S&P Sectors Over The Last 12 Months,Neutral
2023-03-06 21:24:00,ALTR To Participate in Upcoming Gartner Data & Analytics Summit,Neutral
2023-03-06 22:00:03,Hong Kong’s Shuttered Covid Quarantine Camps Could Be Used for Housing,Neutral
2023-03-06 22:55:59,The Music Of ‘Black Panther: Wakanda Forever’ Takes Center Stage In A New Disney+ Docuseries,Neutral
2023-03-07 05:12:32,Five films from the 1990s to share with your children,Positive
2023-03-07 06:30:00,London startup that deploys AI to transform online content moderation snaps $8M funding — TFN,Positive
2023-03-07 10:49:00,"Global SVOD Market Report 2023: Netflix Will Remain the SVOD Revenue Winner, With $32 Billion Expected by 2028 - ResearchAndMarkets.com",Positive
2023-03-07 12:13:00,"Clix Unveils Hollywood’s Fab50 Women Streaming Stars Michelle Yeoh, Cate Blanchett, Angela Bassett Lead the 2023 List",Positive
2023-03-07 12:56:13,Best Stocks To Buy For 2023,Neutral
2023-03-07 15:23:14,"Believer, a new approach to gaming, raises $55M from Lightspeed, a16z and more",Positive
2023-03-07 16:30:00,That Disney Trip Your Kids Missed School For Was Totally Educational,Positive
2023-03-07 17:17:51,Jason Sudeikis teases possible ‘Ted Lasso’ extended cinematic universe for Apple TV+,Neutral
2023-03-07 18:00:10,It’s Oscar Prediction Time: Will One Film Win Everything Everywhere All At Once?,Neutral
2023-03-07 19:34:29,Cable Network Valuations To Be Tested With Potential Sale Of BET,Neutral
2023-03-07 19:45:00,MetaGaia Metaverse Announces Launch Party Featuring World’s,Neutral
2023-03-07 20:00:23,"Following complaints, corsets will no longer be required for 'Bridgerton'",Neutral
2023-03-07 21:15:40,Walt Disney Imagineering snags Chief Creative Officer Bruce Vaughn back from Airbnb,Positive
2023-03-07 22:26:07,Target’s ‘Commitment To Newness’ Has The Look And Feel Of Growth,Positive
2023-03-07 22:38:42,Citadel’s Ken Griffin Would ‘Love’ to See Ron DeSantis Run for US President,Neutral
2023-03-08 00:04:19,Elon Musk thinks he can fix Twitter’s advertising business after derailing it,Positive
2023-03-08 01:26:45,Oscars 2023: 16 bitesize facts - from Cate Blanchett to Michelle Yeoh,Neutral
2023-03-08 05:00:00,Samsung TV Sales & Deals List (March 2023) Rated by Deal Stripe,Neutral
2023-03-08 05:57:00,Favorite Disneyland Treat Coming to a Store Near You,Neutral
2023-03-08 06:49:37,Soon not streaming on Disney+ Hotstar: HBO content,Negative
2023-03-08 08:30:00,Broadcast Equipment Market to Surpass US$ 8.1 Billion by,Neutral
2023-03-08 10:30:09,Boeing (BA) Is Said to Be Nearing 737 Max Deal With Japan Airlines,Neutral
2023-03-08 13:14:15,Jon Bernthal To Return As The Punisher In ‘Daredevil: Born Again’ On Disney+,Neutral
2023-03-08 14:30:00,MyMD Joins LOT Network in Effort to Protect Company and Shareholders from Patent Trolls,Positive
2023-03-08 14:58:55,Global Pitch Coach Beth Susanne will speak at this year’s EU-Startups Summit!,Positive
2023-03-08 18:00:25,"Humane, a secretive AI startup founded by ex-Apple employees, raises another $100M",Positive
2023-03-08 18:01:27,Indoor Entertainment Center Market Size Worth $63.9 Billion,Neutral
2023-03-08 19:04:25,Disney World board picked by DeSantis hints future actions,Neutral
2023-03-08 20:11:00,Vivendi: Strong Growth of the Group’s Operating Activities and EBITA in 2022,Positive
2023-03-08 22:26:27,Netflix now lets TV viewers customize text for subtitles and closed captions,Positive
2023-03-09 05:20:41,"JPMorgan Blames Staley for Epstein Ties, Demands 8 Years of Pay",Negative
2023-03-09 10:39:00,Global Visual Effects (VFX) Market to Grow by $8.8 Billion During 2023-2027 - ResearchAndMarkets.com,Neutral
2023-03-09 11:56:00,"Global Subscriptions and Recurring Payment Market Report 2023 Featuring Amazon, Apple, Disney, Google, HBO, Helcim, Netflix, Paramount, PayPal, Square, Spotify, Stripe, & Wave - ResearchAndMarkets.com",Neutral
2023-03-09 12:00:00,VideoAmp Hires Its First CMO as Ad-Measurement Race Heats Up,Neutral
2023-03-09 12:57:18,"JPMorgan sues former exec Jes Staley, wants 8 years of pay returned",Negative
2023-03-09 13:00:00,A Disney Animator Shares Her Journey Working For The Prestigious Animation Studio,Neutral
2023-03-09 14:37:21,Oscars Under Fire For Presenter Donnie Yen’s Chinese Communist Party Ties,Negative
2023-03-09 14:52:48,Businesses Have ‘Gone Quiet’ After Voluntary Carbon Market Revelations,Neutral
2023-03-09 19:05:56,Ex-Trump Official Ken Cuccinelli Launches Pro-DeSantis PAC,Neutral
2023-03-09 20:10:54,This Week In XR: Pimax Secures $30 Million For Hi-End VR,Positive
2023-03-09 20:20:20,Disney CEO Bob Iger says it's time for 'newness' from Marvel movies,Neutral
2023-03-09 20:21:00,Disney’s Robert Iger Hints at Raising Streaming Prices,Neutral
2023-03-09 20:24:27,New HBO Max to Offer Thousands of Extra Shows at No Added Cost,Positive
2023-03-09 21:00:00,The 10 Best Shows on HBO Max Right Now,Positive
2023-03-09 21:05:00,Lulus Appoints Crystal Landsem and Caroline Sheu to the,Neutral
2023-03-09 21:11:28,Why Did Stocks Drop On Tuesday And What’s Moving Markets This Week?,Neutral
2023-03-09 21:27:41,Three Defense Stocks To Watch Amid Global Tension,Positive
2023-03-09 21:37:38,NPR’s ‘Life Kit’ Is There For Those Who Need A Hand In Figuring Life Out,Positive
2023-03-09 21:43:44,This Week In Credit Card News: Higher Interest Rate Hikes Possible; The Danger Of Display Rack Gift Cards,Neutral
2023-03-09 22:12:50,CEO Bob Iger: Disney Park Pricing Was ‘Too Aggressive’ And Hulu Might Be Worth Selling,Negative
2023-03-09 22:17:00,Disney reconsiders making content for others under Bob Iger,Neutral
2023-03-09 22:21:35,Did Humanizing The Technology Experience Help Spotify Surpass Half A Billion Listeners?,Positive
2023-03-09 23:03:00,"Qualtrics Announces 2023 XM Breakthrough Artist Awards, Recognizing Brands Creating Revolutionary Experiences",Positive
2023-03-09 23:04:00,Disney reconsiders making content for others under Bob Iger,Neutral
2023-03-10 03:21:00,"TikTok Influencer Reveals She Makes $350,000 a Month on OnlyFans",Neutral
2023-03-10 11:32:00,2023 Latin America OTT TV and Video Forecasts: Latin American AVOD Extra Revenues to Match SVOD - ResearchAndMarkets.com,Neutral
2023-03-10 12:18:51,This Founder Is Using 3D Printing And Robotics To Turn Disabilities Into Superpowers,Positive
2023-03-10 13:00:00,The Last of Us Isn’t the Last of Anything,Neutral
2023-03-10 14:21:17,How Deema Abu Naser Launched A Career From Her Love Of K-Dramas,Positive
2023-03-10 15:53:15,Miley Cyrus Kicks Off Her ‘Endless Summer Vacation’,Positive
2023-03-10 16:00:00,eOne Announces Premiere Date for New Animated Series “Kiya & the Kimoja Heroes” With Release of First-Look Trailer & Images,Neutral
2023-03-10 19:07:05,"DeSantis Visits Iowa, Signaling 2024 Presidential Battle Against Trump",Neutral
2023-03-10 20:05:00,5 ways women can avoid retirement disasters,Neutral
2023-03-10 20:10:56,The Complexity Of The Music Of ‘Black Panther: Wakanda Forever’ Explained By The Team That Made It Happen,Neutral
2023-03-11 03:18:17,Hollywood's Asian stars welcome 'long overdue' breakthrough at Oscars,Positive
2023-03-11 12:30:00,Life Lessons And 17 Stock Ideas From Billionaire Value Investor Mario Gabelli,Neutral
2023-03-13 02:32:00,Japan further relaxes mask rules amid easing of COVID-19 guidelines,Positive
2023-03-13 03:03:37,"Michelle Yeoh wins best actress Oscar, first ever by Asian woman",Positive
2023-03-13 03:58:07,How British Taxpayers Have Saved Movie Studios $5.8 Billion,Positive
2023-03-13 11:03:39,Vietnam-born Ke Huy Quan wins best supporting actor Oscar,Positive
2023-03-13 12:00:00,"After The Last of Us, Everything Will Be Transmedia",Neutral
2023-03-13 13:00:27,Insider Q&A-Nintendo’s Bowser,Neutral
2023-03-13 14:05:47,Chaos In Voluntary Carbon Markets Will Either Doom Or Change Them,Neutral
2023-03-13 15:12:16,"Netflix nabs six Oscar wins, including ‘All Quiet on the Western Front’",Positive
2023-03-13 15:12:23,Korean Media Among The Winners At The 16th Asian Film Awards,Positive
2023-03-13 16:39:49,‘The Last of Us’ TV adaptation resonates beyond gamers,Positive
2023-03-13 17:00:00,Disney CEO Bob Iger Admits the Company Must 'Be Smarter',Positive
2023-03-13 18:56:58,How (and where) to watch Oscar-winning films (mostly) online,Neutral
2023-03-13 19:15:00,Pedro Pascal's 'Chaotic' Starbucks Order Goes Viral,Neutral
2023-03-13 22:43:47,"2023 Layoff Tracker: Meta Planning Another Large Round Of Cuts This Week, Reports Say",Negative
2023-03-14 02:30:21,Fortnite’s maximalism still works in its new cyberpunk season,Positive
2023-03-14 11:40:13,The Global Amusement Park Market is forecast to grow by,Neutral
2023-03-14 23:05:49,"Daily Crunch: Meta’s ‘year of efficiency’ continues as CEO announces plans to dismiss 10,000 more workers",Negative
2023-03-15 00:00:00,Post-Event Press Release: UnitedAg Hosts 43rd Annual,Neutral
2023-03-15 01:53:53,"Diamond Sports, largest owner of regional sports networks, files for bankruptcy",Negative
2023-03-15 02:11:12,Bally Sports owner files for Chapter 11 bankruptcy,Negative
2023-03-15 02:30:25,"‘Everything Everywhere’ Won Nearly Everything At Oscars, But What’s Next For Smaller Movies?",Neutral
2023-03-15 14:00:00,How U2 And David Letterman Made A Documentary In Only A Few Weeks,Neutral
2023-03-15 15:20:51,"‘The Mandalorian’ Tries To Do An ‘Andor,’ With Mixed Results",Neutral
2023-03-15 16:00:00,How Benedict Evans Separates Tech Hype from Reality,Neutral
2023-03-15 17:01:39,"Watch live: Jon Favreau talks streaming, storytelling and 'The Mandalorian'",Neutral
2023-03-15 17:30:03,Mike Mignola & Lemony Snicket Tease Illustrated Version Of Original ‘Pinocchio’ Tales (First Look),Neutral
2023-03-15 23:04:14,‘Willow’ Cancelled On Disney Plus Because It Abandoned What Made The Original Film Great,Negative
2023-03-15 23:05:48,Commentary: Oscars 2023 winners show you're never past your prime,Positive
2023-03-16 03:06:59,‘The Mandalorian’ Just Gave Us The Worst Episode Of The Entire Show,Negative
2023-03-16 13:10:16,"‘The Mandalorian’ Isn’t Trying To Explain ‘Somehow, Palpatine Returned,’ Right?",Neutral
2023-03-16 16:55:44,"New York Film Academy, the World-Renowned Hands-on Film,",Neutral
2023-03-16 18:52:40,Patented New Video Software Expands Video File,Neutral
2023-03-16 18:53:54,"Google raises price of YouTube TV to $73 a month, blaming content costs",Negative
2023-03-16 20:29:43,Bono And The Edge Take A Musical Journey Through U2’s Past And Present With David Letterman In ‘A Sort Of Homecoming’,Neutral
2023-03-17 10:23:32,"Leading Metaverse Game, Runiverse, Announces Collaboration",Neutral
2023-03-17 10:50:37,"Leading Metaverse Game, Runiverse, Announces Collaboration",Neutral
2023-03-17 11:00:00,Disney World Private Tour Guides Sell Hacks for Magic Kingdom Vacations,Neutral
2023-03-17 14:10:23,"After Historic Wins, South Asians in Hollywood Reflect on Diversity",Neutral
2023-03-17 15:00:00,Disney+ Users Digested the Streaming Service’s Recent Price Jump,Neutral
2023-03-17 15:00:01,"Disneyland reopens Toontown, designed to be inclusive of 'every single guest'",Positive
2023-03-17 15:29:35,Media Audience Measurement Committee Includes Premium Video Providers Only,Neutral
2023-03-17 15:59:00,94% of Disney+ subscribers stayed following price jump; suggests room for further increases,Positive
2023-03-17 16:10:43,"A Disney Imagineer Shares Why It’s Important To Dream Big, And What It’s Like To Create Beloved Attractions",Positive
2023-03-17 16:11:51,"IRS Answers FAQs On Medical Costs Paid Under HSA, FSA, And HRA Plans",Neutral
2023-03-17 23:05:09,‘Willow’ Cancelled On Disney Plus Because It Abandoned What Made The Original Film Great [Update: Maybe Not?],Neutral
2023-03-18 12:00:24,"Generative AI ChatGPT Still Winning Hearts And Minds Over Vaunted Successor GPT-4, For These Reasons Says AI Ethics And AI Law",Positive
2023-03-19 02:48:43,‘Willow’ Cancelled On Disney Plus Because It Abandoned What Made The Original Film Great [Update: Maybe Not?],Neutral
2023-03-19 14:10:41,The Larger Hidden Risk To The Market After SVB,Neutral
2023-03-20 03:00:31,Shane Smith made more than $100 million from Vice,Positive
2023-03-20 03:52:54,Tyra Banks Says She’s Leaving ‘Dancing With The Stars’ Ballroom For ‘The Boardroom’,Neutral
2023-03-20 10:53:42,United States B2C Ecommerce Market Report 2023: Market is,Neutral
2023-03-20 16:06:02,"2023 Layoff Tracker: Amazon Slashes 9,000 Employees",Negative
2023-03-20 19:06:48,Polygon and Immutable partner to help onboard more gamers and developers into web3,Positive
2023-03-20 19:19:26,Is It Time To Own Up To Your Hearing Loss?,Neutral
2023-03-21 03:18:15,"India won’t tolerate abusive, obscene content on streaming services, minister warns",Neutral
2023-03-21 06:30:00,Vans Knows You’re Sick of Their Shoes,Negative
2023-03-21 10:24:00,"United States B2C Ecommerce Market Report 2023 Featuring Amazon, Argos, eBay, Marks & Spencer, Tesco, Booking.com, Expedia, Gett, Jet2holidays, Uber, Deliveroo, Domino's, Gousto, Just Eat - ResearchAndMarkets.com",Neutral
2023-03-21 13:00:00,Still A Smash: ‘Ted Lasso’ Season 3 Premiere Sets Viewership Record,Positive
2023-03-21 14:00:00,Your Customer Journey Is The Real Product,Neutral
2023-03-21 17:45:39,Winnie the Pooh horror film will not be shown in Hong Kong or Macau,Neutral
2023-03-21 18:30:58,Ed Sheeran 'didn't want to live' after his friends Jamal Edwards and Shane Warne died,Negative
2023-03-21 19:15:58,3 Ways Generative AI Is Changing Media Creation,Neutral
2023-03-22 12:30:00,"The Future Of Work, Office Buildings And American Downtowns",Neutral
2023-03-22 13:11:13,Netflix’s 1 Million Users Prove Ad-Supported Tiers Are Future Of Streaming,Neutral
2023-03-22 13:30:00,How You Can Financially Thrive And Survive A Layoff,Positive
2023-03-22 14:00:00,"In The Future, Expect To See Audio And Video Platforms Merge",Neutral
2023-03-22 17:30:49,America’s Best Large Employers 2023: The Top 100,Neutral
2023-03-22 17:37:00,CORRECTING and REPLACING Habu Releases New Capabilities for Its Industry-Leading Data Collaboration Platform,Neutral
2023-03-22 18:47:06,"2023 Layoff Tracker: Indeed Cuts 2,200 Employees",Negative
2023-03-23 03:04:59,Florida moves to ban teaching sexual orientation and gender identity in all grades,Neutral
2023-03-23 16:18:11,Apple reportedly plans to spend $1B a year to release Apple TV+ movies in theaters,Neutral
2023-03-23 16:37:00,The Florida Gems That Few Tourists See,Neutral
2023-03-23 16:45:27,Movie theater stocks pop after report says Apple plans to spend $1B a year on releases,Positive
2023-03-23 19:11:55,2023 Layoff Tracker: Walmart Reportedly Cutting 200 Employees,Negative
2023-03-23 22:11:55,Unions at Disney World win 37% pay hikes in tentative labor deal,Neutral
2023-03-23 22:43:13,Disney World reaches union deal with minimum $18 hourly wage,Positive
2023-03-24 20:00:32,Earn travel rewards just for paying your rent with the Bilt Mastercard,Positive
2023-03-25 18:21:43,How Cult Classic ‘Dragonslayer’ Finally Delivers The Director’s Vision In 4K,Positive
2023-03-26 13:00:01,The digital media rollup dream is dead for the moment — now it's all about core brand strength,Neutral
2023-03-27 13:45:00,Financial Planning For A Divorce,Neutral
2023-03-27 13:45:37,How ‘Chang Can Dunk’ Director Jingyi Shao Went From Making Commercials To A Debut With Disney,Positive
2023-03-27 13:54:37,What Is Chelsea’s Plan For Mykhailo Mudryk And Is He Doing Enough To Impress?,Neutral
2023-03-27 15:00:00,I Could Play Disney Dreamlight Valley Until the End of Time,Positive
2023-03-27 15:51:52,Magna Forecasts U.S. Ad Spend To Reach $326 Billion This Year,Positive
2023-03-27 18:05:01,"Disney layoffs will begin this week, CEO Bob Iger says in memo",Negative
2023-03-27 18:09:00,"Walt Disney Co begins 7,000 layoffs",Negative
2023-03-27 18:20:00,"Walt Disney Co begins 7,000 layoffs",Negative
2023-03-27 18:20:51,"Walt Disney Co begins 7,000 layoffs",Negative
2023-03-27 18:23:30,You can now bundle Frontier internet with YouTube TV on the same bill,Positive
2023-03-27 20:10:09,"The first round of Disney layoffs begins this week, CEO Bob Iger shares in memo",Negative
2023-03-27 23:00:00,The Walt Disney Company to Webcast Its Annual Meeting of Shareholders,Neutral
